TimeKey,Date,Year,Quarter,Month,Week,Day,Weekday,FiscalYear,FiscalQuarter
5208,2014-04-08,2014,2014Q2,April,15,8,Tuesday,2014,2014Q2
5209,2014-04-09,2014,2014Q2,April,15,9,Wednesday,2014,2014Q2
5210,2014-04-10,2014,2014Q2,April,15,10,Thursday,2014,2014Q2
5211,2014-04-11,2014,2014Q2,April,15,11,Friday,2014,2014Q2
5212,2014-04-12,2014,2014Q2,April,15,12,Saturday,2014,2014Q2
5213,2014-04-13,2014,2014Q2,April,15,13,Sunday,2014,2014Q2
5214,2014-04-14,2014,2014Q2,April,16,14,Monday,2014,2014Q2
5215,2014-04-15,2014,2014Q2,April,16,15,Tuesday,2014,2014Q2
5216,2014-04-16,2014,2014Q2,April,16,16,Wednesday,2014,2014Q2
5217,2014-04-17,2014,2014Q2,April,16,17,Thursday,2014,2014Q2
5218,2014-04-18,2014,2014Q2,April,16,18,Friday,2014,2014Q2
5219,2014-04-19,2014,2014Q2,April,16,19,Saturday,2014,2014Q2
5220,2014-04-20,2014,2014Q2,April,16,20,Sunday,2014,2014Q2
5221,2014-04-21,2014,2014Q2,April,17,21,Monday,2014,2014Q2
5222,2014-04-22,2014,2014Q2,April,17,22,Tuesday,2014,2014Q2
5223,2014-04-23,2014,2014Q2,April,17,23,Wednesday,2014,2014Q2
5224,2014-04-24,2014,2014Q2,April,17,24,Thursday,2014,2014Q2
5225,2014-04-25,2014,2014Q2,April,17,25,Friday,2014,2014Q2
5226,2014-04-26,2014,2014Q2,April,17,26,Saturday,2014,2014Q2
5227,2014-04-27,2014,2014Q2,April,17,27,Sunday,2014,2014Q2
5228,2014-04-28,2014,2014Q2,April,18,28,Monday,2014,2014Q2
5229,2014-04-29,2014,2014Q2,April,18,29,Tuesday,2014,2014Q2
5230,2014-04-30,2014,2014Q2,April,18,30,Wednesday,2014,2014Q2
5231,2014-05-01,2014,2014Q2,May,18,1,Thursday,2014,2014Q2
5232,2014-05-02,2014,2014Q2,May,18,2,Friday,2014,2014Q2
5233,2014-05-03,2014,2014Q2,May,18,3,Saturday,2014,2014Q2
5234,2014-05-04,2014,2014Q2,May,18,4,Sunday,2014,2014Q2
5235,2014-05-05,2014,2014Q2,May,19,5,Monday,2014,2014Q2
5236,2014-05-06,2014,2014Q2,May,19,6,Tuesday,2014,2014Q2
5237,2014-05-07,2014,2014Q2,May,19,7,Wednesday,2014,2014Q2
5238,2014-05-08,2014,2014Q2,May,19,8,Thursday,2014,2014Q2
5239,2014-05-09,2014,2014Q2,May,19,9,Friday,2014,2014Q2
5240,2014-05-10,2014,2014Q2,May,19,10,Saturday,2014,2014Q2
5241,2014-05-11,2014,2014Q2,May,19,11,Sunday,2014,2014Q2
5242,2014-05-12,2014,2014Q2,May,20,12,Monday,2014,2014Q2
5243,2014-05-13,2014,2014Q2,May,20,13,Tuesday,2014,2014Q2
5244,2014-05-14,2014,2014Q2,May,20,14,Wednesday,2014,2014Q2
5245,2014-05-15,2014,2014Q2,May,20,15,Thursday,2014,2014Q2
5246,2014-05-16,2014,2014Q2,May,20,16,Friday,2014,2014Q2
5247,2014-05-17,2014,2014Q2,May,20,17,Saturday,2014,2014Q2
5248,2014-05-18,2014,2014Q2,May,20,18,Sunday,2014,2014Q2
5249,2014-05-19,2014,2014Q2,May,21,19,Monday,2014,2014Q2
5250,2014-05-20,2014,2014Q2,May,21,20,Tuesday,2014,2014Q2
5251,2014-05-21,2014,2014Q2,May,21,21,Wednesday,2014,2014Q2
5252,2014-05-22,2014,2014Q2,May,21,22,Thursday,2014,2014Q2
5253,2014-05-23,2014,2014Q2,May,21,23,Friday,2014,2014Q2
5254,2014-05-24,2014,2014Q2,May,21,24,Saturday,2014,2014Q2
5255,2014-05-25,2014,2014Q2,May,21,25,Sunday,2014,2014Q2
5256,2014-05-26,2014,2014Q2,May,22,26,Monday,2014,2014Q2
5257,2014-05-27,2014,2014Q2,May,22,27,Tuesday,2014,2014Q2
5258,2014-05-28,2014,2014Q2,May,22,28,Wednesday,2014,2014Q2
5259,2014-05-29,2014,2014Q2,May,22,29,Thursday,2014,2014Q2
5260,2014-05-30,2014,2014Q2,May,22,30,Friday,2014,2014Q2
5261,2014-05-31,2014,2014Q2,May,22,31,Saturday,2014,2014Q2
5262,2014-06-01,2014,2014Q2,June,22,1,Sunday,2014,2014Q2
5263,2014-06-02,2014,2014Q2,June,23,2,Monday,2014,2014Q2
5264,2014-06-03,2014,2014Q2,June,23,3,Tuesday,2014,2014Q2
5265,2014-06-04,2014,2014Q2,June,23,4,Wednesday,2014,2014Q2
5266,2014-06-05,2014,2014Q2,June,23,5,Thursday,2014,2014Q2
5267,2014-06-06,2014,2014Q2,June,23,6,Friday,2014,2014Q2
5268,2014-06-07,2014,2014Q2,June,23,7,Saturday,2014,2014Q2
5269,2014-06-08,2014,2014Q2,June,23,8,Sunday,2014,2014Q2
5270,2014-06-09,2014,2014Q2,June,24,9,Monday,2014,2014Q2
5271,2014-06-10,2014,2014Q2,June,24,10,Tuesday,2014,2014Q2
5272,2014-06-11,2014,2014Q2,June,24,11,Wednesday,2014,2014Q2
5273,2014-06-12,2014,2014Q2,June,24,12,Thursday,2014,2014Q2
5274,2014-06-13,2014,2014Q2,June,24,13,Friday,2014,2014Q2
5275,2014-06-14,2014,2014Q2,June,24,14,Saturday,2014,2014Q2
5276,2014-06-15,2014,2014Q2,June,24,15,Sunday,2014,2014Q2
5277,2014-06-16,2014,2014Q2,June,25,16,Monday,2014,2014Q2
5278,2014-06-17,2014,2014Q2,June,25,17,Tuesday,2014,2014Q2
5279,2014-06-18,2014,2014Q2,June,25,18,Wednesday,2014,2014Q2
5280,2014-06-19,2014,2014Q2,June,25,19,Thursday,2014,2014Q2
5281,2014-06-20,2014,2014Q2,June,25,20,Friday,2014,2014Q2
5282,2014-06-21,2014,2014Q2,June,25,21,Saturday,2014,2014Q2
5283,2014-06-22,2014,2014Q2,June,25,22,Sunday,2014,2014Q2
5284,2014-06-23,2014,2014Q2,June,26,23,Monday,2014,2014Q2
5285,2014-06-24,2014,2014Q2,June,26,24,Tuesday,2014,2014Q2
5286,2014-06-25,2014,2014Q2,June,26,25,Wednesday,2014,2014Q2
5287,2014-06-26,2014,2014Q2,June,26,26,Thursday,2014,2014Q2
5288,2014-06-27,2014,2014Q2,June,26,27,Friday,2014,2014Q2
5289,2014-06-28,2014,2014Q2,June,26,28,Saturday,2014,2014Q2
5290,2014-06-29,2014,2014Q2,June,26,29,Sunday,2014,2014Q2
5291,2014-06-30,2014,2014Q2,June,27,30,Monday,2014,2014Q2
5292,2014-07-01,2014,2014Q3,July,27,1,Tuesday,2014,2014Q3
5293,2014-07-02,2014,2014Q3,July,27,2,Wednesday,2014,2014Q3
5294,2014-07-03,2014,2014Q3,July,27,3,Thursday,2014,2014Q3
5295,2014-07-04,2014,2014Q3,July,27,4,Friday,2014,2014Q3
5296,2014-07-05,2014,2014Q3,July,27,5,Saturday,2014,2014Q3
5297,2014-07-06,2014,2014Q3,July,27,6,Sunday,2014,2014Q3
5298,2014-07-07,2014,2014Q3,July,28,7,Monday,2014,2014Q3
5299,2014-07-08,2014,2014Q3,July,28,8,Tuesday,2014,2014Q3
5300,2014-07-09,2014,2014Q3,July,28,9,Wednesday,2014,2014Q3
5301,2014-07-10,2014,2014Q3,July,28,10,Thursday,2014,2014Q3
5302,2014-07-11,2014,2014Q3,July,28,11,Friday,2014,2014Q3
5303,2014-07-12,2014,2014Q3,July,28,12,Saturday,2014,2014Q3
5304,2014-07-13,2014,2014Q3,July,28,13,Sunday,2014,2014Q3
5305,2014-07-14,2014,2014Q3,July,29,14,Monday,2014,2014Q3
5306,2014-07-15,2014,2014Q3,July,29,15,Tuesday,2014,2014Q3
5307,2014-07-16,2014,2014Q3,July,29,16,Wednesday,2014,2014Q3
5308,2014-07-17,2014,2014Q3,July,29,17,Thursday,2014,2014Q3
5309,2014-07-18,2014,2014Q3,July,29,18,Friday,2014,2014Q3
5310,2014-07-19,2014,2014Q3,July,29,19,Saturday,2014,2014Q3
5311,2014-07-20,2014,2014Q3,July,29,20,Sunday,2014,2014Q3
5312,2014-07-21,2014,2014Q3,July,30,21,Monday,2014,2014Q3
5313,2014-07-22,2014,2014Q3,July,30,22,Tuesday,2014,2014Q3
5314,2014-07-23,2014,2014Q3,July,30,23,Wednesday,2014,2014Q3
5315,2014-07-24,2014,2014Q3,July,30,24,Thursday,2014,2014Q3
5316,2014-07-25,2014,2014Q3,July,30,25,Friday,2014,2014Q3
5317,2014-07-26,2014,2014Q3,July,30,26,Saturday,2014,2014Q3
5318,2014-07-27,2014,2014Q3,July,30,27,Sunday,2014,2014Q3
5319,2014-07-28,2014,2014Q3,July,31,28,Monday,2014,2014Q3
5320,2014-07-29,2014,2014Q3,July,31,29,Tuesday,2014,2014Q3
5321,2014-07-30,2014,2014Q3,July,31,30,Wednesday,2014,2014Q3
5322,2014-07-31,2014,2014Q3,July,31,31,Thursday,2014,2014Q3
5323,2014-08-01,2014,2014Q3,August,31,1,Friday,2014,2014Q3
5324,2014-08-02,2014,2014Q3,August,31,2,Saturday,2014,2014Q3
5325,2014-08-03,2014,2014Q3,August,31,3,Sunday,2014,2014Q3
5326,2014-08-04,2014,2014Q3,August,32,4,Monday,2014,2014Q3
5327,2014-08-05,2014,2014Q3,August,32,5,Tuesday,2014,2014Q3
5328,2014-08-06,2014,2014Q3,August,32,6,Wednesday,2014,2014Q3
5329,2014-08-07,2014,2014Q3,August,32,7,Thursday,2014,2014Q3
5330,2014-08-08,2014,2014Q3,August,32,8,Friday,2014,2014Q3
5331,2014-08-09,2014,2014Q3,August,32,9,Saturday,2014,2014Q3
5332,2014-08-10,2014,2014Q3,August,32,10,Sunday,2014,2014Q3
5333,2014-08-11,2014,2014Q3,August,33,11,Monday,2014,2014Q3
5334,2014-08-12,2014,2014Q3,August,33,12,Tuesday,2014,2014Q3
5335,2014-08-13,2014,2014Q3,August,33,13,Wednesday,2014,2014Q3
5336,2014-08-14,2014,2014Q3,August,33,14,Thursday,2014,2014Q3
5337,2014-08-15,2014,2014Q3,August,33,15,Friday,2014,2014Q3
5338,2014-08-16,2014,2014Q3,August,33,16,Saturday,2014,2014Q3
5339,2014-08-17,2014,2014Q3,August,33,17,Sunday,2014,2014Q3
5340,2014-08-18,2014,2014Q3,August,34,18,Monday,2014,2014Q3
5341,2014-08-19,2014,2014Q3,August,34,19,Tuesday,2014,2014Q3
5342,2014-08-20,2014,2014Q3,August,34,20,Wednesday,2014,2014Q3
5343,2014-08-21,2014,2014Q3,August,34,21,Thursday,2014,2014Q3
5344,2014-08-22,2014,2014Q3,August,34,22,Friday,2014,2014Q3
5345,2014-08-23,2014,2014Q3,August,34,23,Saturday,2014,2014Q3
5346,2014-08-24,2014,2014Q3,August,34,24,Sunday,2014,2014Q3
5347,2014-08-25,2014,2014Q3,August,35,25,Monday,2014,2014Q3
5348,2014-08-26,2014,2014Q3,August,35,26,Tuesday,2014,2014Q3
5349,2014-08-27,2014,2014Q3,August,35,27,Wednesday,2014,2014Q3
5350,2014-08-28,2014,2014Q3,August,35,28,Thursday,2014,2014Q3
5351,2014-08-29,2014,2014Q3,August,35,29,Friday,2014,2014Q3
5352,2014-08-30,2014,2014Q3,August,35,30,Saturday,2014,2014Q3
5353,2014-08-31,2014,2014Q3,August,35,31,Sunday,2014,2014Q3
5354,2014-09-01,2014,2014Q3,September,36,1,Monday,2014,2014Q3
5355,2014-09-02,2014,2014Q3,September,36,2,Tuesday,2014,2014Q3
5356,2014-09-03,2014,2014Q3,September,36,3,Wednesday,2014,2014Q3
5357,2014-09-04,2014,2014Q3,September,36,4,Thursday,2014,2014Q3
5358,2014-09-05,2014,2014Q3,September,36,5,Friday,2014,2014Q3
5359,2014-09-06,2014,2014Q3,September,36,6,Saturday,2014,2014Q3
5360,2014-09-07,2014,2014Q3,September,36,7,Sunday,2014,2014Q3
5361,2014-09-08,2014,2014Q3,September,37,8,Monday,2014,2014Q3
5362,2014-09-09,2014,2014Q3,September,37,9,Tuesday,2014,2014Q3
5363,2014-09-10,2014,2014Q3,September,37,10,Wednesday,2014,2014Q3
5364,2014-09-11,2014,2014Q3,September,37,11,Thursday,2014,2014Q3
5365,2014-09-12,2014,2014Q3,September,37,12,Friday,2014,2014Q3
5366,2014-09-13,2014,2014Q3,September,37,13,Saturday,2014,2014Q3
5367,2014-09-14,2014,2014Q3,September,37,14,Sunday,2014,2014Q3
5368,2014-09-15,2014,2014Q3,September,38,15,Monday,2014,2014Q3
5369,2014-09-16,2014,2014Q3,September,38,16,Tuesday,2014,2014Q3
5370,2014-09-17,2014,2014Q3,September,38,17,Wednesday,2014,2014Q3
5371,2014-09-18,2014,2014Q3,September,38,18,Thursday,2014,2014Q3
5372,2014-09-19,2014,2014Q3,September,38,19,Friday,2014,2014Q3
5373,2014-09-20,2014,2014Q3,September,38,20,Saturday,2014,2014Q3
5374,2014-09-21,2014,2014Q3,September,38,21,Sunday,2014,2014Q3
5375,2014-09-22,2014,2014Q3,September,39,22,Monday,2014,2014Q3
5376,2014-09-23,2014,2014Q3,September,39,23,Tuesday,2014,2014Q3
5377,2014-09-24,2014,2014Q3,September,39,24,Wednesday,2014,2014Q3
5378,2014-09-25,2014,2014Q3,September,39,25,Thursday,2014,2014Q3
5379,2014-09-26,2014,2014Q3,September,39,26,Friday,2014,2014Q3
5380,2014-09-27,2014,2014Q3,September,39,27,Saturday,2014,2014Q3
5381,2014-09-28,2014,2014Q3,September,39,28,Sunday,2014,2014Q3
5382,2014-09-29,2014,2014Q3,September,40,29,Monday,2014,2014Q3
5383,2014-09-30,2014,2014Q3,September,40,30,Tuesday,2014,2014Q3
5384,2014-10-01,2014,2014Q4,October,40,1,Wednesday,2014,2014Q4
5385,2014-10-02,2014,2014Q4,October,40,2,Thursday,2014,2014Q4
5386,2014-10-03,2014,2014Q4,October,40,3,Friday,2014,2014Q4
5387,2014-10-04,2014,2014Q4,October,40,4,Saturday,2014,2014Q4
5388,2014-10-05,2014,2014Q4,October,40,5,Sunday,2014,2014Q4
5389,2014-10-06,2014,2014Q4,October,41,6,Monday,2014,2014Q4
5390,2014-10-07,2014,2014Q4,October,41,7,Tuesday,2014,2014Q4
5391,2014-10-08,2014,2014Q4,October,41,8,Wednesday,2014,2014Q4
5392,2014-10-09,2014,2014Q4,October,41,9,Thursday,2014,2014Q4
5393,2014-10-10,2014,2014Q4,October,41,10,Friday,2014,2014Q4
5394,2014-10-11,2014,2014Q4,October,41,11,Saturday,2014,2014Q4
5395,2014-10-12,2014,2014Q4,October,41,12,Sunday,2014,2014Q4
5396,2014-10-13,2014,2014Q4,October,42,13,Monday,2014,2014Q4
5397,2014-10-14,2014,2014Q4,October,42,14,Tuesday,2014,2014Q4
5398,2014-10-15,2014,2014Q4,October,42,15,Wednesday,2014,2014Q4
5399,2014-10-16,2014,2014Q4,October,42,16,Thursday,2014,2014Q4
5400,2014-10-17,2014,2014Q4,October,42,17,Friday,2014,2014Q4
5401,2014-10-18,2014,2014Q4,October,42,18,Saturday,2014,2014Q4
5402,2014-10-19,2014,2014Q4,October,42,19,Sunday,2014,2014Q4
5403,2014-10-20,2014,2014Q4,October,43,20,Monday,2014,2014Q4
5404,2014-10-21,2014,2014Q4,October,43,21,Tuesday,2014,2014Q4
5405,2014-10-22,2014,2014Q4,October,43,22,Wednesday,2014,2014Q4
5406,2014-10-23,2014,2014Q4,October,43,23,Thursday,2014,2014Q4
5407,2014-10-24,2014,2014Q4,October,43,24,Friday,2014,2014Q4
5408,2014-10-25,2014,2014Q4,October,43,25,Saturday,2014,2014Q4
5409,2014-10-26,2014,2014Q4,October,43,26,Sunday,2014,2014Q4
5410,2014-10-27,2014,2014Q4,October,44,27,Monday,2014,2014Q4
5411,2014-10-28,2014,2014Q4,October,44,28,Tuesday,2014,2014Q4
5412,2014-10-29,2014,2014Q4,October,44,29,Wednesday,2014,2014Q4
5413,2014-10-30,2014,2014Q4,October,44,30,Thursday,2014,2014Q4
5414,2014-10-31,2014,2014Q4,October,44,31,Friday,2014,2014Q4
5415,2014-11-01,2014,2014Q4,November,44,1,Saturday,2014,2014Q4
5416,2014-11-02,2014,2014Q4,November,44,2,Sunday,2014,2014Q4
5417,2014-11-03,2014,2014Q4,November,45,3,Monday,2014,2014Q4
5418,2014-11-04,2014,2014Q4,November,45,4,Tuesday,2014,2014Q4
5419,2014-11-05,2014,2014Q4,November,45,5,Wednesday,2014,2014Q4
5420,2014-11-06,2014,2014Q4,November,45,6,Thursday,2014,2014Q4
5421,2014-11-07,2014,2014Q4,November,45,7,Friday,2014,2014Q4
5422,2014-11-08,2014,2014Q4,November,45,8,Saturday,2014,2014Q4
5423,2014-11-09,2014,2014Q4,November,45,9,Sunday,2014,2014Q4
5424,2014-11-10,2014,2014Q4,November,46,10,Monday,2014,2014Q4
5425,2014-11-11,2014,2014Q4,November,46,11,Tuesday,2014,2014Q4
5426,2014-11-12,2014,2014Q4,November,46,12,Wednesday,2014,2014Q4
5427,2014-11-13,2014,2014Q4,November,46,13,Thursday,2014,2014Q4
5428,2014-11-14,2014,2014Q4,November,46,14,Friday,2014,2014Q4
5429,2014-11-15,2014,2014Q4,November,46,15,Saturday,2014,2014Q4
5430,2014-11-16,2014,2014Q4,November,46,16,Sunday,2014,2014Q4
5431,2014-11-17,2014,2014Q4,November,47,17,Monday,2014,2014Q4
5432,2014-11-18,2014,2014Q4,November,47,18,Tuesday,2014,2014Q4
5433,2014-11-19,2014,2014Q4,November,47,19,Wednesday,2014,2014Q4
5434,2014-11-20,2014,2014Q4,November,47,20,Thursday,2014,2014Q4
5435,2014-11-21,2014,2014Q4,November,47,21,Friday,2014,2014Q4
5436,2014-11-22,2014,2014Q4,November,47,22,Saturday,2014,2014Q4
5437,2014-11-23,2014,2014Q4,November,47,23,Sunday,2014,2014Q4
5438,2014-11-24,2014,2014Q4,November,48,24,Monday,2014,2014Q4
5439,2014-11-25,2014,2014Q4,November,48,25,Tuesday,2014,2014Q4
5440,2014-11-26,2014,2014Q4,November,48,26,Wednesday,2014,2014Q4
5441,2014-11-27,2014,2014Q4,November,48,27,Thursday,2014,2014Q4
5442,2014-11-28,2014,2014Q4,November,48,28,Friday,2014,2014Q4
5443,2014-11-29,2014,2014Q4,November,48,29,Saturday,2014,2014Q4
5444,2014-11-30,2014,2014Q4,November,48,30,Sunday,2014,2014Q4
5445,2014-12-01,2014,2014Q4,December,49,1,Monday,2014,2014Q4
5446,2014-12-02,2014,2014Q4,December,49,2,Tuesday,2014,2014Q4
5447,2014-12-03,2014,2014Q4,December,49,3,Wednesday,2014,2014Q4
5448,2014-12-04,2014,2014Q4,December,49,4,Thursday,2014,2014Q4
5449,2014-12-05,2014,2014Q4,December,49,5,Friday,2014,2014Q4
5450,2014-12-06,2014,2014Q4,December,49,6,Saturday,2014,2014Q4
5451,2014-12-07,2014,2014Q4,December,49,7,Sunday,2014,2014Q4
5452,2014-12-08,2014,2014Q4,December,50,8,Monday,2014,2014Q4
5453,2014-12-09,2014,2014Q4,December,50,9,Tuesday,2014,2014Q4
5454,2014-12-10,2014,2014Q4,December,50,10,Wednesday,2014,2014Q4
5455,2014-12-11,2014,2014Q4,December,50,11,Thursday,2014,2014Q4
5456,2014-12-12,2014,2014Q4,December,50,12,Friday,2014,2014Q4
5457,2014-12-13,2014,2014Q4,December,50,13,Saturday,2014,2014Q4
5458,2014-12-14,2014,2014Q4,December,50,14,Sunday,2014,2014Q4
5459,2014-12-15,2014,2014Q4,December,51,15,Monday,2014,2014Q4
5460,2014-12-16,2014,2014Q4,December,51,16,Tuesday,2014,2014Q4
5461,2014-12-17,2014,2014Q4,December,51,17,Wednesday,2014,2014Q4
5462,2014-12-18,2014,2014Q4,December,51,18,Thursday,2014,2014Q4
5463,2014-12-19,2014,2014Q4,December,51,19,Friday,2014,2014Q4
5464,2014-12-20,2014,2014Q4,December,51,20,Saturday,2014,2014Q4
5465,2014-12-21,2014,2014Q4,December,51,21,Sunday,2014,2014Q4
5466,2014-12-22,2014,2014Q4,December,52,22,Monday,2014,2014Q4
5467,2014-12-23,2014,2014Q4,December,52,23,Tuesday,2014,2014Q4
5468,2014-12-24,2014,2014Q4,December,52,24,Wednesday,2014,2014Q4
5469,2014-12-25,2014,2014Q4,December,52,25,Thursday,2014,2014Q4
5470,2014-12-26,2014,2014Q4,December,52,26,Friday,2014,2014Q4
5471,2014-12-27,2014,2014Q4,December,52,27,Saturday,2014,2014Q4
5472,2014-12-28,2014,2014Q4,December,52,28,Sunday,2014,2014Q4
5473,2014-12-29,2014,2014Q4,December,1,29,Monday,2014,2014Q4
5474,2014-12-30,2014,2014Q4,December,1,30,Tuesday,2014,2014Q4
5475,2014-12-31,2014,2014Q4,December,1,31,Wednesday,2014,2014Q4
5476,2015-01-01,2015,2015Q1,January,1,1,Thursday,2015,2015Q1
5477,2015-01-02,2015,2015Q1,January,1,2,Friday,2015,2015Q1
5478,2015-01-03,2015,2015Q1,January,1,3,Saturday,2015,2015Q1
5479,2015-01-04,2015,2015Q1,January,1,4,Sunday,2015,2015Q1
5480,2015-01-05,2015,2015Q1,January,2,5,Monday,2015,2015Q1
5481,2015-01-06,2015,2015Q1,January,2,6,Tuesday,2015,2015Q1
5482,2015-01-07,2015,2015Q1,January,2,7,Wednesday,2015,2015Q1
5483,2015-01-08,2015,2015Q1,January,2,8,Thursday,2015,2015Q1
5484,2015-01-09,2015,2015Q1,January,2,9,Friday,2015,2015Q1
5485,2015-01-10,2015,2015Q1,January,2,10,Saturday,2015,2015Q1
5486,2015-01-11,2015,2015Q1,January,2,11,Sunday,2015,2015Q1
5487,2015-01-12,2015,2015Q1,January,3,12,Monday,2015,2015Q1
5488,2015-01-13,2015,2015Q1,January,3,13,Tuesday,2015,2015Q1
5489,2015-01-14,2015,2015Q1,January,3,14,Wednesday,2015,2015Q1
5490,2015-01-15,2015,2015Q1,January,3,15,Thursday,2015,2015Q1
5491,2015-01-16,2015,2015Q1,January,3,16,Friday,2015,2015Q1
5492,2015-01-17,2015,2015Q1,January,3,17,Saturday,2015,2015Q1
5493,2015-01-18,2015,2015Q1,January,3,18,Sunday,2015,2015Q1
5494,2015-01-19,2015,2015Q1,January,4,19,Monday,2015,2015Q1
5495,2015-01-20,2015,2015Q1,January,4,20,Tuesday,2015,2015Q1
5496,2015-01-21,2015,2015Q1,January,4,21,Wednesday,2015,2015Q1
5497,2015-01-22,2015,2015Q1,January,4,22,Thursday,2015,2015Q1
5498,2015-01-23,2015,2015Q1,January,4,23,Friday,2015,2015Q1
5499,2015-01-24,2015,2015Q1,January,4,24,Saturday,2015,2015Q1
5500,2015-01-25,2015,2015Q1,January,4,25,Sunday,2015,2015Q1
5501,2015-01-26,2015,2015Q1,January,5,26,Monday,2015,2015Q1
5502,2015-01-27,2015,2015Q1,January,5,27,Tuesday,2015,2015Q1
5503,2015-01-28,2015,2015Q1,January,5,28,Wednesday,2015,2015Q1
5504,2015-01-29,2015,2015Q1,January,5,29,Thursday,2015,2015Q1
5505,2015-01-30,2015,2015Q1,January,5,30,Friday,2015,2015Q1
5506,2015-01-31,2015,2015Q1,January,5,31,Saturday,2015,2015Q1
5507,2015-02-01,2015,2015Q1,February,5,1,Sunday,2015,2015Q1
5508,2015-02-02,2015,2015Q1,February,6,2,Monday,2015,2015Q1
5509,2015-02-03,2015,2015Q1,February,6,3,Tuesday,2015,2015Q1
5510,2015-02-04,2015,2015Q1,February,6,4,Wednesday,2015,2015Q1
5511,2015-02-05,2015,2015Q1,February,6,5,Thursday,2015,2015Q1
5512,2015-02-06,2015,2015Q1,February,6,6,Friday,2015,2015Q1
5513,2015-02-07,2015,2015Q1,February,6,7,Saturday,2015,2015Q1
5514,2015-02-08,2015,2015Q1,February,6,8,Sunday,2015,2015Q1
5515,2015-02-09,2015,2015Q1,February,7,9,Monday,2015,2015Q1
5516,2015-02-10,2015,2015Q1,February,7,10,Tuesday,2015,2015Q1
5517,2015-02-11,2015,2015Q1,February,7,11,Wednesday,2015,2015Q1
5518,2015-02-12,2015,2015Q1,February,7,12,Thursday,2015,2015Q1
5519,2015-02-13,2015,2015Q1,February,7,13,Friday,2015,2015Q1
5520,2015-02-14,2015,2015Q1,February,7,14,Saturday,2015,2015Q1
5521,2015-02-15,2015,2015Q1,February,7,15,Sunday,2015,2015Q1
5522,2015-02-16,2015,2015Q1,February,8,16,Monday,2015,2015Q1
5523,2015-02-17,2015,2015Q1,February,8,17,Tuesday,2015,2015Q1
5524,2015-02-18,2015,2015Q1,February,8,18,Wednesday,2015,2015Q1
5525,2015-02-19,2015,2015Q1,February,8,19,Thursday,2015,2015Q1
5526,2015-02-20,2015,2015Q1,February,8,20,Friday,2015,2015Q1
5527,2015-02-21,2015,2015Q1,February,8,21,Saturday,2015,2015Q1
5528,2015-02-22,2015,2015Q1,February,8,22,Sunday,2015,2015Q1
5529,2015-02-23,2015,2015Q1,February,9,23,Monday,2015,2015Q1
5530,2015-02-24,2015,2015Q1,February,9,24,Tuesday,2015,2015Q1
5531,2015-02-25,2015,2015Q1,February,9,25,Wednesday,2015,2015Q1
5532,2015-02-26,2015,2015Q1,February,9,26,Thursday,2015,2015Q1
5533,2015-02-27,2015,2015Q1,February,9,27,Friday,2015,2015Q1
5534,2015-02-28,2015,2015Q1,February,9,28,Saturday,2015,2015Q1
5535,2015-03-01,2015,2015Q1,March,9,1,Sunday,2015,2015Q1
5536,2015-03-02,2015,2015Q1,March,10,2,Monday,2015,2015Q1
5537,2015-03-03,2015,2015Q1,March,10,3,Tuesday,2015,2015Q1
5538,2015-03-04,2015,2015Q1,March,10,4,Wednesday,2015,2015Q1
5539,2015-03-05,2015,2015Q1,March,10,5,Thursday,2015,2015Q1
5540,2015-03-06,2015,2015Q1,March,10,6,Friday,2015,2015Q1
5541,2015-03-07,2015,2015Q1,March,10,7,Saturday,2015,2015Q1
5542,2015-03-08,2015,2015Q1,March,10,8,Sunday,2015,2015Q1
5543,2015-03-09,2015,2015Q1,March,11,9,Monday,2015,2015Q1
5544,2015-03-10,2015,2015Q1,March,11,10,Tuesday,2015,2015Q1
5545,2015-03-11,2015,2015Q1,March,11,11,Wednesday,2015,2015Q1
5546,2015-03-12,2015,2015Q1,March,11,12,Thursday,2015,2015Q1
5547,2015-03-13,2015,2015Q1,March,11,13,Friday,2015,2015Q1
5548,2015-03-14,2015,2015Q1,March,11,14,Saturday,2015,2015Q1
5549,2015-03-15,2015,2015Q1,March,11,15,Sunday,2015,2015Q1
5550,2015-03-16,2015,2015Q1,March,12,16,Monday,2015,2015Q1
5551,2015-03-17,2015,2015Q1,March,12,17,Tuesday,2015,2015Q1
5552,2015-03-18,2015,2015Q1,March,12,18,Wednesday,2015,2015Q1
5553,2015-03-19,2015,2015Q1,March,12,19,Thursday,2015,2015Q1
5554,2015-03-20,2015,2015Q1,March,12,20,Friday,2015,2015Q1
5555,2015-03-21,2015,2015Q1,March,12,21,Saturday,2015,2015Q1
5556,2015-03-22,2015,2015Q1,March,12,22,Sunday,2015,2015Q1
5557,2015-03-23,2015,2015Q1,March,13,23,Monday,2015,2015Q1
5558,2015-03-24,2015,2015Q1,March,13,24,Tuesday,2015,2015Q1
5559,2015-03-25,2015,2015Q1,March,13,25,Wednesday,2015,2015Q1
5560,2015-03-26,2015,2015Q1,March,13,26,Thursday,2015,2015Q1
5561,2015-03-27,2015,2015Q1,March,13,27,Friday,2015,2015Q1
5562,2015-03-28,2015,2015Q1,March,13,28,Saturday,2015,2015Q1
5563,2015-03-29,2015,2015Q1,March,13,29,Sunday,2015,2015Q1
5564,2015-03-30,2015,2015Q1,March,14,30,Monday,2015,2015Q1
